Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework maxscore,Week 1 quiz maxscore,Week 10 homework maxscore,Week 10 quiz maxscore,Week 11 homework maxscore,Week 11 quiz maxscore,Week 12 quiz maxscore,Week 13 homework maxscore,Week 13 quiz maxscore,Week 14 homework maxscore,Week 14 quiz maxscore,Week 15 homework maxscore,Week 15 quiz maxscore,Week 16 quiz maxscore,Week 2 homework maxscore,Week 2 quiz maxscore,Week 3 homework maxscore,Week 3 quiz maxscore,Week 4 homework maxscore,Week 4 quiz maxscore,Week 5 homework maxscore,Week 5 quiz maxscore,Week 6 quiz maxscore,Week 7 homework maxscore,Week 7 quiz maxscore,Week 8 homework maxscore,Week 8 quiz maxscore,Week 9 homework maxscore,Week 9 quiz maxscore
S209,M,Proficient,1.0,3.0,4.0,4.0,3.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,18.0,1.0,6.0,5.0,2.0,12.0,10.0,1.0,1.0,1.0,3.0,93.3,A,0.5,0.5,0.5,0.49,0.5,0.44,0.5,0.44,0.46,0.5,0.39,0.5,0.43,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S210,M,-,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,F,0.5,0.5,0.22,0.46,0.15,0.45,0.49,0.5,0.48,0.0,0.4,0.42,0.44,0.47,0.5,0.46,0.34,0.0,0.5,0.5,0.5,0.38,0.0,0.17,0.35,0.02,0.4,0.48,0.27
S211,M,Proficient,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,92.74,A,0.5,0.47,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.45,0.5,0.48,0.49,0.5,0.48,0.5,0.5,0.5,0.48,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47
S212,M,Proficient,3.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,8.0,23.0,10.0,2.0,3.0,2.0,5.0,0.0,0.0,95.67,A,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.49,0.5,0.45,0.5,0.48,0.5,0.5,0.0,0.5,0.0,0.5,0.48,0.5,0.38
S213,M,Proficient,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0,2.0,6.0,1.0,5.0,1.0,1.0,0.0,0.0,94.03,A,0.5,0.5,0.42,0.39,0.5,0.5,0.0,0.5,0.33,0.0,0.45,0.0,0.35,0.0,0.5,0.5,0.48,0.5,0.5,0.48,0.5,0.43,0.48,0.5,0.5,0.5,0.48,0.21,0.41
S214,F,Proficient,2.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,7.0,9.0,2.0,5.0,3.0,1.0,1.0,2.0,7.0,95.72,A,0.5,0.5,0.5,0.5,0.5,0.45,0.44,0.44,0.49,0.5,0.45,0.31,0.46,0.4,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.47,0.48,0.5,0.5,0.5,0.5,0.5,0.42
S215,M,Beginner,3.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,8.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,F,0.5,0.5,0.28,0.44,0.35,0.42,0.43,0.44,0.46,0.0,0.45,0.0,0.49,0.35,0.5,0.45,0.5,0.4,0.5,0.5,0.47,0.45,0.48,0.48,0.5,0.33,0.43,0.5,0.36
S216,M,Novice,1.0,6.0,11.0,3.0,6.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,6.0,29.0,17.0,9.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,0.0,58.61,E,0.5,0.5,0.0,0.18,0.0,0.21,0.05,0.06,0.31,0.28,0.06,0.0,0.05,0.0,0.5,0.5,0.23,0.43,0.5,0.25,0.34,0.37,0.39,0.0,0.31,0.29,0.3,0.0,0.29
S217,M,Proficient,1.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,5.0,7.0,2.0,10.0,3.0,4.0,1.0,1.0,1.0,8.0,95.85,A,0.5,0.5,0.5,0.49,0.5,0.47,0.5,0.5,0.42,0.5,0.5,0.5,0.43,0.37,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.45,0.48,0.5,0.5,0.5,0.5,0.5,0.48
S218,M,Intermediate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,18.0,12.0,16.0,11.0,5.0,16.0,7.0,10.0,4.0,6.0,1.0,7.0,85.75,B,0.5,0.49,0.28,0.39,0.5,0.45,0.43,0.44,0.37,0.28,0.38,0.31,0.33,0.29,0.5,0.5,0.5,0.0,0.43,0.35,0.41,0.33,0.3,0.48,0.45,0.33,0.36,0.5,0.23
S219,F,Beginner,6.0,5.0,6.0,4.0,3.0,3.0,5.0,2.0,6.0,9.0,3.0,2.0,6.0,3.0,4.0,3.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,2.0,10.0,5.0,3.0,3.0,6.0,61.92,D,0.5,0.5,0.42,0.49,0.5,0.5,0.5,0.5,0.5,0.44,0.45,0.5,0.4,0.4,0.5,0.47,0.5,0.44,0.5,0.48,0.5,0.44,0.44,0.48,0.49,0.5,0.48,0.5,0.43
S220,F,Novice,6.0,8.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,65.98,D,0.5,0.5,0.5,0.5,0.38,0.49,0.43,0.5,0.43,0.0,0.39,0.0,0.05,0.4,0.5,0.5,0.47,0.5,0.5,0.46,0.5,0.48,0.43,0.5,0.5,0.5,0.5,0.5,0.47
S221,M,Intermediate,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,12.0,3.0,8.0,1.0,2.0,1.0,1.0,81.01,B,0.5,0.5,0.42,0.49,0.5,0.49,0.5,0.5,0.28,0.5,0.49,0.34,0.46,0.44,0.5,0.49,0.5,0.44,0.4,0.4,0.37,0.49,0.48,0.5,0.49,0.33,0.45,0.5,0.49
S222,F,Proficient,2.0,10.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,69.51,D,0.5,0.5,0.22,0.41,0.0,0.48,0.43,0.44,0.36,0.0,0.45,0.0,0.22,0.05,0.5,0.5,0.38,0.48,0.33,0.36,0.26,0.43,0.36,0.23,0.48,0.02,0.4,0.18,0.36
S223,M,Intermediate,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,57.08,E,0.5,0.42,0.0,0.35,0.0,0.37,0.49,0.0,0.32,0.0,0.0,0.0,0.3,0.0,0.36,0.0,0.33,0.37,0.1,0.26,0.11,0.39,0.23,0.23,0.42,0.0,0.41,0.0,0.36
S224,M,Proficient,3.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,3.0,1.0,3.0,1.0,4.0,4.0,101.7,A,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.45,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5
S225,M,Proficient,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,F,0.5,0.48,0.0,0.49,0.0,0.0,0.37,0.5,0.47,0.0,0.4,0.0,0.0,0.35,0.4,0.34,0.0,0.25,0.0,0.33,0.0,0.32,0.42,0.17,0.48,0.0,0.0,0.11,0.05
S226,F,Intermediate,2.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,9.0,6.0,7.0,2.0,3.0,1.0,1.0,2.0,1.0,80.24,B,0.5,0.46,0.5,0.43,0.0,0.5,0.45,0.5,0.45,0.28,0.36,0.03,0.23,0.37,0.36,0.44,0.45,0.47,0.2,0.31,0.41,0.49,0.38,0.44,0.45,0.02,0.43,0.46,0.29
S227,M,Proficient,4.0,3.0,6.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,2.0,4.0,11.0,2.0,21.0,9.0,10.0,1.0,3.0,1.0,4.0,100.49,A,0.5,0.5,0.5,0.45,0.5,0.44,0.45,0.44,0.42,0.5,0.4,0.5,0.43,0.31,0.5,0.5,0.5,0.48,0.5,0.44,0.5,0.46,0.46,0.5,0.46,0.48,0.48,0.5,0.45
S228,F,Beginner,6.0,5.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,6.0,10.0,1.0,3.0,1.0,1.0,1.0,82.9,B,0.5,0.5,0.17,0.5,0.33,0.5,0.5,0.5,0.5,0.36,0.44,0.0,0.5,0.45,0.5,0.48,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.02,0.5,0.07,0.5
S229,F,Beginner,3.0,4.0,10.0,3.0,5.0,5.0,3.0,2.0,3.0,1.0,4.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,53.9,E,0.5,0.5,0.47,0.5,0.5,0.5,0.45,0.5,0.46,0.5,0.45,0.42,0.39,0.34,0.5,0.49,0.47,0.45,0.44,0.45,0.47,0.5,0.45,0.48,0.5,0.4,0.5,0.5,0.44
S230,M,Intermediate,1.0,5.0,5.0,8.0,13.0,1.0,2.0,3.0,6.0,5.0,2.0,2.0,5.0,3.0,3.0,2.0,1.0,10.0,10.0,8.0,6.0,3.0,30.0,6.0,7.0,5.0,3.0,2.0,11.0,96.1,A,0.5,0.45,0.5,0.43,0.5,0.45,0.39,0.5,0.42,0.5,0.48,0.5,0.5,0.33,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.43
S231,F,Beginner,1.0,1.0,1.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,6.0,1.0,0.0,3.0,3.0,9.0,3.0,5.0,3.0,1.0,2.0,9.0,95.2,A,0.5,0.43,0.5,0.44,0.5,0.37,0.5,0.44,0.49,0.42,0.44,0.44,0.49,0.44,0.5,0.45,0.5,0.5,0.0,0.5,0.46,0.48,0.46,0.5,0.5,0.45,0.5,0.32,0.45
S232,F,Proficient,6.0,1.0,3.0,5.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0,7.0,10.0,12.0,1.0,5.0,8.0,2.0,6.0,6.0,95.13,A,0.5,0.5,0.17,0.5,0.5,0.5,0.5,0.44,0.5,0.14,0.5,0.31,0.29,0.45,0.5,0.5,0.22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5
S233,M,Proficient,3.0,5.0,7.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.73,F,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.37,0.5,0.41,0.5,0.39,0.44,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.42,0.43,0.5,0.49,0.5,0.45,0.5,0.42
S234,M,Proficient,2.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,5.0,102.75,A,0.5,0.5,0.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.31,0.43,0.41,0.5,0.5,0.5,0.48,0.5,0.49,0.5,0.46,0.37,0.5,0.5,0.5,0.5,0.5,0.5
S235,M,Proficient,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,4.0,8.0,9.0,3.0,8.0,1.0,2.0,1.0,0.0,99.97,A,0.5,0.5,0.5,0.49,0.33,0.49,0.5,0.5,0.5,0.28,0.44,0.0,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.48,0.5,0.4
S236,M,Intermediate,0.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,99.85,A,0.5,0.24,0.5,0.5,0.5,0.5,0.49,0.5,0.44,0.5,0.45,0.5,0.45,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.5,0.5,0.5,0.5,0.45
S237,F,Intermediate,0.0,3.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,85.1,B,0.5,0.5,0.28,0.5,0.35,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49
S238,M,-,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,8.0,6.0,20.0,1.0,17.0,1.0,1.0,2.0,0.0,0.0,68.56,D,0.5,0.5,0.5,0.5,0.5,0.48,0.49,0.5,0.44,0.5,0.43,0.5,0.5,0.49,0.5,0.49,0.5,0.43,0.5,0.48,0.5,0.42,0.48,0.5,0.48,0.5,0.4,0.5,0.44
S239,M,Novice,3.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.32,F,0.5,0.49,0.0,0.27,0.0,0.17,0.05,0.17,0.32,0.0,0.15,0.0,0.11,0.04,0.4,0.41,0.09,0.34,0.33,0.43,0.0,0.14,0.34,0.19,0.46,0.0,0.36,0.32,0.27
S240,F,Beginner,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,13.0,17.0,8.0,4.0,5.0,4.0,2.0,2.0,6.0,84.6,B,0.5,0.5,0.5,0.48,0.5,0.48,0.5,0.5,0.46,0.5,0.5,0.5,0.4,0.37,0.5,0.5,0.5,0.46,0.5,0.4,0.5,0.45,0.49,0.5,0.5,0.0,0.45,0.5,0.45
S241,M,-,4.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,3.0,5.0,0.0,4.0,5.0,2.0,1.0,1.0,7.0,43.32,F,0.5,0.5,0.5,0.48,0.5,0.48,0.36,0.5,0.44,0.42,0.48,0.5,0.49,0.39,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.45,0.48,0.48,0.5,0.5,0.5,0.5,0.4
S242,M,Intermediate,5.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,23.0,7.0,20.0,6.0,6.0,0.0,0.0,48.72,F,0.5,0.5,0.22,0.4,0.5,0.48,0.5,0.44,0.43,0.12,0.48,0.0,0.43,0.32,0.5,0.5,0.41,0.49,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.27,0.5
S243,M,Expert,3.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,18.0,89.93,B,0.5,0.5,0.28,0.48,0.12,0.46,0.5,0.5,0.5,0.5,0.39,0.31,0.36,0.38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.5,0.47,0.33,0.5,0.25,0.47
S244,M,Intermediate,3.0,5.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0,3.0,9.0,5.0,0.0,3.0,0.0,0.0,5.0,62.35,D,0.5,0.5,0.0,0.15,0.5,0.19,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.5,0.5,0.5,0.48,0.43,0.28,0.41,0.31,0.0,0.46,0.0,0.43,0.29,0.5,0.31
S245,M,Expert,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,4.0,4.0,2.0,7.0,2.0,3.0,2.0,6.0,99.68,A,0.5,0.49,0.5,0.48,0.5,0.41,0.5,0.5,0.4,0.5,0.49,0.5,0.49,0.46,0.5,0.48,0.5,0.48,0.5,0.48,0.5,0.49,0.45,0.5,0.5,0.5,0.48,0.5,0.4
S246,M,-,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,88.42,B,0.5,0.5,0.0,0.41,0.33,0.46,0.43,0.5,0.41,0.0,0.4,0.06,0.24,0.19,0.5,0.49,0.34,0.33,0.33,0.39,0.41,0.44,0.43,0.46,0.43,0.31,0.46,0.5,0.45
S247,F,Novice,5.0,9.0,7.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,56.92,E,0.5,0.5,0.22,0.46,0.5,0.49,0.5,0.5,0.49,0.5,0.46,0.17,0.46,0.42,0.5,0.5,0.5,0.48,0.35,0.45,0.47,0.5,0.37,0.44,0.35,0.33,0.36,0.5,0.38
S248,M,Proficient,5.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,68.06,D,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.28,0.5,0.5,0.5,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S249,M,Beginner,0.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,79.97,C,0.5,0.47,0.5,0.39,0.5,0.48,0.45,0.44,0.43,0.38,0.44,0.0,0.28,0.39,0.5,0.46,0.5,0.45,0.5,0.43,0.5,0.42,0.5,0.5,0.5,0.5,0.41,0.5,0.4
S251,M,Proficient,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,13.0,2.0,5.0,13.0,7.0,9.0,6.0,14.0,3.0,2.0,20.0,16.0,89.83,B,0.5,0.5,0.22,0.47,0.5,0.41,0.45,0.44,0.45,0.33,0.5,0.5,0.47,0.33,0.5,0.5,0.5,0.48,0.5,0.48,0.49,0.4,0.35,0.48,0.5,0.33,0.48,0.5,0.44
S252,F,Expert,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,4.0,7.0,7.0,5.0,1.0,1.0,3.0,2.0,0.0,0.0,84.25,B,0.5,0.48,0.0,0.45,0.17,0.5,0.45,0.5,0.49,0.0,0.43,0.0,0.5,0.5,0.5,0.48,0.5,0.44,0.5,0.5,0.5,0.45,0.49,0.5,0.45,0.14,0.43,0.5,0.4
S253,M,-,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,4.0,7.0,9.0,6.0,8.0,2.0,2.0,3.0,6.0,98.8,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S254,M,-,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,94.0,A,0.5,0.5,0.5,0.28,0.5,0.36,0.33,0.5,0.27,0.44,0.45,0.5,0.18,0.0,0.25,0.04,0.5,0.44,0.5,0.38,0.5,0.39,0.36,0.5,0.48,0.0,0.0,0.5,0.37
S255,M,Intermediate,2.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,1.0,2.0,0.0,90.98,A,0.5,0.5,0.5,0.5,0.5,0.45,0.43,0.5,0.5,0.42,0.45,0.33,0.4,0.4,0.5,0.5,0.5,0.45,0.44,0.43,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.44
S256,M,Proficient,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,6.0,1.0,4.0,11.0,10.0,102.15,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47,0.5,0.5,0.5,0.49,0.45,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S257,M,Proficient,4.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,1.0,0.0,0.0,13.0,10.0,15.0,0.0,0.0,0.0,1.0,4.0,65.86,D,0.5,0.5,0.03,0.36,0.0,0.0,0.49,0.5,0.47,0.5,0.48,0.25,0.47,0.0,0.5,0.5,0.0,0.3,0.5,0.33,0.32,0.42,0.36,0.5,0.44,0.33,0.5,0.5,0.47
S258,F,Proficient,3.0,2.0,3.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,14.0,4.0,12.0,11.0,9.0,8.0,9.0,2.0,2.0,4.0,7.0,99.5,A,0.5,0.5,0.5,0.48,0.5,0.47,0.5,0.5,0.5,0.5,0.49,0.5,0.38,0.37,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.44
S259,F,Proficient,4.0,5.0,4.0,2.0,6.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,11.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,F,0.5,0.5,0.28,0.3,0.24,0.45,0.43,0.5,0.35,0.0,0.4,0.5,0.41,0.33,0.5,0.5,0.5,0.41,0.45,0.5,0.5,0.5,0.4,0.5,0.5,0.31,0.5,0.5,0.46
S260,M,Proficient,3.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,89.95,B,0.5,0.5,0.5,0.49,0.5,0.48,0.5,0.44,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S261,M,Intermediate,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,53.15,E,0.5,0.5,0.0,0.45,0.0,0.49,0.5,0.28,0.47,0.0,0.42,0.12,0.5,0.45,0.5,0.41,0.32,0.41,0.0,0.4,0.34,0.17,0.48,0.5,0.44,0.0,0.5,0.5,0.45
S262,F,Novice,4.0,3.0,5.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,10.0,7.0,3.0,1.0,1.0,1.0,0.0,90.2,A,0.5,0.5,0.5,0.45,0.33,0.4,0.45,0.44,0.4,0.28,0.43,0.0,0.45,0.34,0.5,0.5,0.38,0.48,0.33,0.49,0.5,0.45,0.44,0.5,0.48,0.33,0.45,0.32,0.49
