Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework_maxscore,Week 1 quiz_maxscore,Week 10 homework_maxscore,Week 10 quiz_maxscore,Week 11 homework_maxscore,Week 11 quiz_maxscore,Week 12 quiz_maxscore,Week 13 homework_maxscore,Week 13 quiz_maxscore,Week 14 homework_maxscore,Week 14 quiz_maxscore,Week 15 homework_maxscore,Week 15 quiz_maxscore,Week 16 quiz_maxscore,Week 2 homework_maxscore,Week 2 quiz_maxscore,Week 3 homework_maxscore,Week 3 quiz_maxscore,Week 4 homework_maxscore,Week 4 quiz_maxscore,Week 5 homework_maxscore,Week 5 quiz_maxscore,Week 6 quiz_maxscore,Week 7 homework_maxscore,Week 7 quiz_maxscore,Week 8 homework_maxscore,Week 8 quiz_maxscore,Week 9 homework_maxscore,Week 9 quiz_maxscore,Week 1 homework_firstscore,Week 1 quiz_firstscore,Week 10 homework_firstscore,Week 10 quiz_firstscore,Week 11 homework_firstscore,Week 11 quiz_firstscore,Week 12 quiz_firstscore,Week 13 homework_firstscore,Week 13 quiz_firstscore,Week 14 homework_firstscore,Week 14 quiz_firstscore,Week 15 homework_firstscore,Week 15 quiz_firstscore,Week 16 quiz_firstscore,Week 2 homework_firstscore,Week 2 quiz_firstscore,Week 3 homework_firstscore,Week 3 quiz_firstscore,Week 4 homework_firstscore,Week 4 quiz_firstscore,Week 5 homework_firstscore,Week 5 quiz_firstscore,Week 6 quiz_firstscore,Week 7 homework_firstscore,Week 7 quiz_firstscore,Week 8 homework_firstscore,Week 8 quiz_firstscore,Week 9 homework_firstscore,Week 9 quiz_firstscore,Week 1 homework_lastscore,Week 1 quiz_lastscore,Week 10 homework_lastscore,Week 10 quiz_lastscore,Week 11 homework_lastscore,Week 11 quiz_lastscore,Week 12 quiz_lastscore,Week 13 homework_lastscore,Week 13 quiz_lastscore,Week 14 homework_lastscore,Week 14 quiz_lastscore,Week 15 homework_lastscore,Week 15 quiz_lastscore,Week 16 quiz_lastscore,Week 2 homework_lastscore,Week 2 quiz_lastscore,Week 3 homework_lastscore,Week 3 quiz_lastscore,Week 4 homework_lastscore,Week 4 quiz_lastscore,Week 5 homework_lastscore,Week 5 quiz_lastscore,Week 6 quiz_lastscore,Week 7 homework_lastscore,Week 7 quiz_lastscore,Week 8 homework_lastscore,Week 8 quiz_lastscore,Week 9 homework_lastscore,Week 9 quiz_lastscore,attempts_sum,maxscore_sum,cluster_label,Logistic Regression,K-Nearest Neighbors,Support Vector Machine,Decision Tree
S257-2021,M,Proficient,4.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,1.0,0.0,0.0,13.0,10.0,15.0,0.0,0.0,0.0,1.0,4.0,65.86,D,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.38,0.25,0.09,0.0,0.5,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33,0.5,0.21,0.47,0.5,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.38,0.0,0.09,0.0,0.27,0.45,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.5,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.38,0.25,0.09,0.0,0.5,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33,0.5,0.21,0.47,75.0,5.529999999999999,1,1,1,1,1
S258-2021,F,Proficient,3.0,2.0,3.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,14.0,4.0,12.0,11.0,9.0,8.0,9.0,2.0,2.0,4.0,7.0,99.5,A,0.5,0.5,0.5,0.48,0.5,0.47,0.41,0.5,0.5,0.5,0.49,0.5,0.38,0.37,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.48,0.5,0.48,0.46,0.43,0.0,0.44,0.17,0.48,0.17,0.47,0.41,0.5,0.5,0.03,0.49,0.31,0.38,0.37,0.25,0.43,0.16,0.41,0.0,0.43,0.0,0.4,0.43,0.17,0.48,0.0,0.48,0.14,0.43,0.5,0.5,0.5,0.48,0.5,0.47,0.41,0.5,0.5,0.5,0.49,0.5,0.38,0.37,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.48,0.5,0.48,0.46,0.43,124.0,13.930000000000003,0,0,0,0,0
S259-2021,F,Proficient,4.0,5.0,4.0,2.0,6.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,11.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,F,0.5,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45,0.5,0.35,0.4,0.45,0.49,0.38,0.36,0.5,0.44,0.24,0.35,0.0,0.16,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.35,0.48,0.28,0.03,0.39,0.49,0.32,0.36,0.42,0.35,0.24,0.35,0.0,0.13,0.5,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45,0.5,0.35,0.4,0.45,0.49,0.33,0.36,0.5,0.44,0.24,0.35,0.0,0.16,53.0,6.540000000000001,2,2,2,2,2
S260-2021,M,Proficient,3.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,89.95,B,0.5,0.5,0.0,0.49,0.33,0.48,0.5,0.39,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.33,0.45,0.5,0.5,0.5,0.29,0.5,0.17,0.5,0.5,0.5,0.5,0.43,0.0,0.49,0.23,0.48,0.5,0.39,0.5,0.0,0.5,0.0,0.0,0.5,0.14,0.43,0.29,0.39,0.03,0.45,0.15,0.5,0.5,0.17,0.5,0.17,0.4,0.36,0.5,0.5,0.5,0.0,0.49,0.33,0.48,0.5,0.39,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.33,0.45,0.5,0.5,0.5,0.29,0.5,0.0,0.5,0.5,0.5,51.0,11.429999999999998,1,1,1,1,1
S261-2021,M,Intermediate,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,53.15,E,0.5,0.5,0.0,0.45,0.0,0.49,0.5,0.28,0.47,0.0,0.42,0.0,0.5,0.45,0.5,0.41,0.32,0.41,0.0,0.12,0.1,0.09,0.48,0.17,0.41,0.0,0.5,0.5,0.45,0.5,0.39,0.0,0.45,0.0,0.49,0.5,0.28,0.44,0.0,0.42,0.0,0.42,0.45,0.25,0.41,0.0,0.18,0.0,0.12,0.1,0.09,0.48,0.17,0.21,0.0,0.5,0.39,0.45,0.5,0.5,0.0,0.45,0.0,0.49,0.5,0.28,0.47,0.0,0.42,0.0,0.5,0.45,0.5,0.34,0.32,0.41,0.0,0.12,0.1,0.09,0.0,0.17,0.41,0.0,0.5,0.5,0.45,47.0,9.02,2,2,2,1,2
S262-2021,F,Novice,4.0,3.0,5.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,10.0,7.0,3.0,1.0,1.0,1.0,0.0,90.2,A,0.5,0.5,0.5,0.45,0.33,0.4,0.45,0.44,0.4,0.28,0.43,0.0,0.45,0.34,0.36,0.5,0.0,0.45,0.33,0.49,0.5,0.45,0.44,0.48,0.48,0.33,0.45,0.32,0.49,0.5,0.41,0.28,0.34,0.33,0.4,0.45,0.44,0.31,0.28,0.34,0.0,0.45,0.34,0.36,0.29,0.0,0.3,0.33,0.39,0.32,0.29,0.38,0.48,0.48,0.0,0.39,0.25,0.36,0.5,0.5,0.5,0.45,0.33,0.4,0.45,0.44,0.4,0.28,0.43,0.0,0.45,0.34,0.36,0.5,0.0,0.45,0.33,0.49,0.5,0.45,0.44,0.48,0.48,0.33,0.45,0.32,0.49,71.0,11.540000000000001,1,1,1,1,1
S263-2021,F,Proficient,3.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,5.0,1.0,6.0,4.0,2.0,12.0,6.0,0.0,3.0,6.0,0.0,15.0,90.93,A,0.5,0.5,0.0,0.48,0.5,0.47,0.45,0.5,0.46,0.0,0.43,0.5,0.28,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.33,0.0,0.31,0.33,0.35,0.45,0.28,0.46,0.0,0.43,0.0,0.01,0.0,0.02,0.45,0.5,0.32,0.3,0.39,0.41,0.42,0.4,0.44,0.5,0.0,0.5,0.29,0.3,0.5,0.5,0.0,0.48,0.5,0.47,0.45,0.5,0.46,0.0,0.43,0.5,0.28,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.48,93.0,12.450000000000001,1,1,1,1,1
S264-2021,F,Novice,1.0,11.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,61.42,D,0.5,0.5,0.0,0.0,0.17,0.16,0.01,0.0,0.46,0.0,0.0,0.03,0.49,0.0,0.48,0.5,0.2,0.13,0.0,0.13,0.25,0.16,0.46,0.0,0.44,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.17,0.15,0.01,0.0,0.46,0.0,0.0,0.03,0.38,0.0,0.07,0.34,0.2,0.09,0.0,0.11,0.25,0.1,0.34,0.0,0.44,0.0,0.0,0.0,0.25,0.5,0.5,0.0,0.0,0.17,0.16,0.01,0.0,0.46,0.0,0.0,0.03,0.49,0.0,0.48,0.5,0.2,0.09,0.0,0.13,0.25,0.16,0.46,0.0,0.44,0.0,0.0,0.0,0.23,42.0,5.32,1,1,1,1,1
S265-2021,M,Proficient,3.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,13.0,10.0,10.0,16.0,10.0,7.0,10.0,5.0,3.0,11.0,98.8,A,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.44,0.48,0.5,0.43,0.5,0.43,0.27,0.5,0.45,0.45,0.5,0.5,0.41,0.5,0.5,0.38,0.5,0.5,0.5,0.48,0.5,0.45,0.5,0.38,0.0,0.5,0.13,0.49,0.31,0.39,0.48,0.44,0.43,0.06,0.43,0.27,0.0,0.45,0.0,0.48,0.1,0.41,0.0,0.38,0.38,0.0,0.5,0.0,0.48,0.0,0.45,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.44,0.48,0.5,0.43,0.5,0.43,0.27,0.5,0.45,0.45,0.5,0.5,0.39,0.5,0.5,0.38,0.5,0.5,0.5,0.48,0.5,0.0,132.0,13.66,0,0,0,0,0
S266-2021,F,Novice,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,7.0,2.0,2.0,4.0,6.0,19.0,14.0,9.0,1.0,4.0,2.0,7.0,91.2,A,0.5,0.5,0.5,0.46,0.5,0.46,0.5,0.5,0.48,0.5,0.49,0.5,0.46,0.37,0.5,0.48,0.5,0.47,0.5,0.45,0.5,0.48,0.48,0.5,0.5,0.5,0.5,0.5,0.39,0.5,0.48,0.22,0.38,0.5,0.46,0.5,0.44,0.45,0.5,0.49,0.34,0.39,0.37,0.18,0.48,0.36,0.47,0.03,0.45,0.13,0.4,0.48,0.23,0.5,0.0,0.5,0.0,0.39,0.5,0.5,0.5,0.46,0.5,0.46,0.5,0.5,0.48,0.5,0.49,0.5,0.46,0.37,0.5,0.48,0.5,0.47,0.5,0.45,0.5,0.48,0.48,0.5,0.5,0.5,0.5,0.5,0.39,102.0,13.970000000000002,0,0,0,0,0
S267-2021,M,-,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,4.0,9.0,93.4,A,0.0,0.0,0.22,0.48,0.5,0.32,0.49,0.0,0.48,0.5,0.05,0.5,0.0,0.0,0.5,0.0,0.5,0.46,0.5,0.41,0.5,0.0,0.44,0.5,0.0,0.38,0.0,0.5,0.48,0.0,0.0,0.03,0.48,0.33,0.32,0.49,0.0,0.48,0.33,0.05,0.06,0.0,0.0,0.25,0.0,0.45,0.46,0.3,0.41,0.46,0.0,0.44,0.42,0.0,0.36,0.0,0.29,0.48,0.0,0.0,0.22,0.48,0.5,0.32,0.49,0.0,0.48,0.5,0.05,0.5,0.0,0.0,0.5,0.0,0.5,0.46,0.5,0.41,0.5,0.0,0.44,0.5,0.0,0.38,0.0,0.5,0.48,49.0,8.71,1,1,1,1,1
S269-2021,M,Beginner,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,7.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,4.0,78.77,C,0.5,0.5,0.11,0.37,0.0,0.3,0.37,0.5,0.37,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.36,0.38,0.33,0.3,0.5,0.36,0.15,0.21,0.41,0.36,0.44,0.21,0.0,0.0,0.5,0.11,0.37,0.0,0.3,0.37,0.5,0.37,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.21,0.38,0.0,0.3,0.1,0.36,0.15,0.21,0.41,0.33,0.44,0.0,0.0,0.5,0.5,0.11,0.37,0.0,0.3,0.37,0.5,0.37,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.36,0.38,0.33,0.3,0.5,0.36,0.15,0.21,0.41,0.36,0.44,0.21,0.0,46.0,7.480000000000001,1,1,1,1,1
S270-2021,M,-,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.72,F,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.44,0.26,0.0,0.0,0.0,0.0,0.0,0.5,0.46,0.5,0.43,0.33,0.33,0.5,0.38,0.27,0.29,0.39,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.44,0.26,0.0,0.0,0.0,0.0,0.0,0.45,0.46,0.5,0.34,0.33,0.33,0.41,0.38,0.27,0.0,0.39,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.44,0.26,0.0,0.0,0.0,0.0,0.0,0.5,0.46,0.5,0.43,0.33,0.33,0.5,0.38,0.27,0.29,0.39,0.0,0.23,0.0,0.0,20.0,5.700000000000001,2,2,2,2,2
S271-2021,F,Intermediate,4.0,6.0,2.0,5.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,7.0,10.0,9.0,13.0,33.0,20.0,9.0,7.0,4.0,5.0,7.0,86.65,B,0.5,0.5,0.22,0.32,0.4,0.0,0.38,0.44,0.29,0.31,0.29,0.31,0.21,0.25,0.5,0.41,0.48,0.48,0.5,0.4,0.5,0.45,0.4,0.5,0.43,0.33,0.38,0.43,0.42,0.5,0.32,0.0,0.32,0.0,0.0,0.38,0.22,0.29,0.28,0.29,0.12,0.21,0.25,0.14,0.33,0.48,0.37,0.0,0.16,0.15,0.23,0.32,0.0,0.43,0.0,0.38,0.0,0.42,0.5,0.5,0.0,0.32,0.33,0.0,0.38,0.44,0.29,0.31,0.29,0.31,0.21,0.25,0.5,0.41,0.48,0.48,0.5,0.4,0.5,0.45,0.4,0.5,0.43,0.33,0.38,0.43,0.42,170.0,11.030000000000001,0,0,0,0,0
S272-2021,M,Proficient,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,4.0,7.0,1.0,1.0,3.0,100.6,A,0.5,0.5,0.5,0.43,0.5,0.4,0.45,0.44,0.39,0.5,0.46,0.5,0.42,0.45,0.36,0.5,0.36,0.5,0.33,0.4,0.35,0.45,0.43,0.5,0.5,0.5,0.45,0.5,0.43,0.5,0.41,0.44,0.43,0.17,0.4,0.45,0.44,0.39,0.5,0.46,0.31,0.42,0.34,0.36,0.4,0.36,0.46,0.33,0.36,0.35,0.45,0.43,0.48,0.5,0.48,0.45,0.0,0.43,0.5,0.5,0.5,0.43,0.5,0.4,0.45,0.44,0.39,0.5,0.46,0.5,0.42,0.45,0.36,0.5,0.36,0.5,0.33,0.4,0.35,0.45,0.43,0.5,0.5,0.5,0.45,0.5,0.43,60.0,12.999999999999998,1,1,1,1,1
S273-2021,F,Beginner,1.0,0.0,5.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,69.33,D,0.5,0.33,0.0,0.18,0.0,0.0,0.0,0.44,0.5,0.0,0.35,0.0,0.05,0.0,0.11,0.0,0.3,0.45,0.03,0.43,0.15,0.21,0.33,0.02,0.42,0.0,0.41,0.0,0.24,0.5,0.33,0.0,0.18,0.0,0.0,0.0,0.44,0.39,0.0,0.35,0.0,0.05,0.0,0.11,0.0,0.3,0.21,0.03,0.2,0.15,0.21,0.25,0.02,0.38,0.0,0.35,0.0,0.24,0.5,0.33,0.0,0.18,0.0,0.0,0.0,0.44,0.5,0.0,0.35,0.0,0.05,0.0,0.11,0.0,0.3,0.45,0.03,0.43,0.15,0.21,0.33,0.02,0.42,0.0,0.41,0.0,0.24,38.0,5.449999999999999,1,1,1,1,1
S274-2021,F,Proficient,0.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,78.4,C,0.5,0.0,0.0,0.44,0.0,0.37,0.44,0.5,0.44,0.36,0.43,0.03,0.32,0.39,0.14,0.28,0.36,0.48,0.5,0.41,0.0,0.44,0.0,0.17,0.48,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.44,0.0,0.37,0.44,0.5,0.44,0.36,0.43,0.03,0.32,0.39,0.14,0.28,0.11,0.4,0.5,0.28,0.0,0.44,0.0,0.17,0.48,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.44,0.0,0.37,0.44,0.5,0.44,0.36,0.43,0.03,0.0,0.39,0.14,0.28,0.36,0.43,0.5,0.41,0.0,0.44,0.0,0.17,0.48,0.0,0.4,0.0,0.0,43.0,7.880000000000001,1,1,1,1,1
S275-2021,F,Intermediate,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,45.41,F,0.0,0.5,0.0,0.0,0.3,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.5,0.33,0.4,0.15,0.33,0.35,0.0,0.0,0.0,0.0,0.04,0.17,0.0,0.45,0.0,0.0,0.17,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.31,0.33,0.39,0.0,0.28,0.25,0.0,0.0,0.0,0.0,0.04,0.17,0.0,0.5,0.0,0.0,0.3,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.5,0.33,0.4,0.0,0.33,0.35,0.0,0.0,0.0,0.0,0.04,0.17,22.0,3.57,2,2,2,2,2
S276-2021,M,Expert,5.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,6.0,3.0,6.0,5.0,4.0,6.0,2.0,2.0,5.0,11.0,98.52,A,0.5,0.5,0.5,0.45,0.5,0.47,0.5,0.5,0.42,0.5,0.5,0.5,0.4,0.0,0.5,0.5,0.36,0.48,0.5,0.45,0.5,0.46,0.44,0.5,0.44,0.5,0.43,0.5,0.38,0.5,0.46,0.0,0.45,0.0,0.47,0.38,0.44,0.42,0.28,0.5,0.28,0.33,0.0,0.0,0.49,0.36,0.42,0.33,0.43,0.48,0.46,0.44,0.21,0.44,0.24,0.43,0.21,0.3,0.5,0.5,0.5,0.45,0.5,0.47,0.5,0.5,0.42,0.5,0.5,0.5,0.4,0.0,0.5,0.5,0.36,0.48,0.5,0.45,0.5,0.46,0.44,0.5,0.44,0.5,0.38,0.5,0.38,87.0,13.18,1,1,1,1,1
S277-2021,F,Novice,1.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,7.0,4.0,5.0,4.0,7.0,6.0,5.0,1.0,7.0,73.7,C,0.5,0.27,0.5,0.45,0.5,0.45,0.4,0.5,0.46,0.31,0.4,0.31,0.3,0.3,0.39,0.43,0.5,0.46,0.5,0.39,0.5,0.44,0.45,0.5,0.5,0.48,0.45,0.5,0.45,0.5,0.27,0.36,0.31,0.43,0.13,0.35,0.44,0.46,0.31,0.22,0.0,0.05,0.0,0.39,0.43,0.48,0.46,0.33,0.28,0.2,0.44,0.23,0.4,0.43,0.36,0.24,0.0,0.38,0.5,0.27,0.5,0.45,0.5,0.45,0.03,0.5,0.46,0.31,0.4,0.31,0.3,0.0,0.39,0.05,0.5,0.46,0.5,0.0,0.5,0.0,0.44,0.5,0.5,0.48,0.45,0.5,0.45,91.0,12.589999999999996,1,1,1,1,1
S278-2021,F,Proficient,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,6.0,3.0,6.0,1.0,2.0,0.0,1.0,82.65,B,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.0,0.41,0.31,0.32,0.18,0.5,0.5,0.5,0.5,0.5,0.36,0.5,0.45,0.5,0.5,0.5,0.5,0.46,0.5,0.38,0.5,0.47,0.44,0.5,0.5,0.45,0.4,0.44,0.5,0.0,0.41,0.31,0.32,0.18,0.36,0.44,0.48,0.37,0.27,0.31,0.41,0.45,0.5,0.44,0.46,0.48,0.46,0.07,0.38,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.0,0.41,0.31,0.32,0.18,0.5,0.5,0.5,0.5,0.5,0.36,0.5,0.45,0.5,0.5,0.5,0.5,0.46,0.5,0.38,62.0,12.82,1,1,1,1,1
S279-2021,M,Proficient,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,12.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,105.9,A,0.5,0.5,0.5,0.5,0.5,0.45,0.45,0.5,0.5,0.5,0.5,0.5,0.44,0.4,0.5,0.5,0.5,0.45,0.5,0.43,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.45,0.45,0.5,0.5,0.25,0.5,0.09,0.44,0.4,0.25,0.45,0.5,0.45,0.37,0.43,0.28,0.43,0.43,0.25,0.5,0.48,0.5,0.5,0.39,0.5,0.5,0.5,0.5,0.5,0.45,0.45,0.5,0.5,0.5,0.5,0.5,0.44,0.4,0.5,0.5,0.5,0.45,0.5,0.43,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,65.0,14.110000000000001,1,1,1,1,1
S280-2021,F,-,3.0,11.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,7.0,10.0,17.0,5.0,7.0,4.0,4.0,2.0,3.0,2.0,3.0,79.95,C,0.5,0.5,0.5,0.45,0.5,0.47,0.45,0.44,0.41,0.5,0.45,0.34,0.35,0.37,0.5,0.5,0.5,0.49,0.5,0.35,0.5,0.45,0.35,0.5,0.49,0.5,0.46,0.21,0.33,0.5,0.44,0.44,0.45,0.4,0.24,0.45,0.44,0.41,0.25,0.45,0.16,0.25,0.31,0.36,0.33,0.41,0.42,0.33,0.3,0.31,0.4,0.26,0.48,0.49,0.31,0.34,0.0,0.29,0.5,0.5,0.5,0.45,0.5,0.36,0.45,0.44,0.41,0.5,0.45,0.34,0.35,0.37,0.5,0.5,0.5,0.49,0.5,0.29,0.5,0.45,0.35,0.5,0.49,0.5,0.46,0.21,0.33,113.0,12.86,0,0,0,0,0
S281-2021,M,-,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.51,D,0.5,0.5,0.0,0.34,0.0,0.28,0.11,0.44,0.46,0.0,0.43,0.0,0.07,0.13,0.5,0.5,0.0,0.49,0.47,0.5,0.5,0.4,0.48,0.5,0.38,0.0,0.48,0.0,0.5,0.5,0.46,0.0,0.34,0.0,0.28,0.11,0.44,0.46,0.0,0.43,0.0,0.07,0.13,0.14,0.38,0.0,0.49,0.17,0.5,0.25,0.23,0.48,0.17,0.38,0.0,0.48,0.0,0.5,0.5,0.5,0.0,0.34,0.0,0.28,0.11,0.44,0.46,0.0,0.43,0.0,0.07,0.13,0.5,0.5,0.0,0.49,0.47,0.5,0.5,0.4,0.48,0.5,0.38,0.0,0.48,0.0,0.5,43.0,8.959999999999999,1,1,1,1,1
