Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework maxscore,Week 1 quiz maxscore,Week 10 homework maxscore,Week 10 quiz maxscore,Week 11 homework maxscore,Week 11 quiz maxscore,Week 12 quiz maxscore,Week 13 homework maxscore,Week 13 quiz maxscore,Week 14 homework maxscore,Week 14 quiz maxscore,Week 15 homework maxscore,Week 15 quiz maxscore,Week 16 quiz maxscore,Week 2 homework maxscore,Week 2 quiz maxscore,Week 3 homework maxscore,Week 3 quiz maxscore,Week 4 homework maxscore,Week 4 quiz maxscore,Week 5 homework maxscore,Week 5 quiz maxscore,Week 6 quiz maxscore,Week 7 homework maxscore,Week 7 quiz maxscore,Week 8 homework maxscore,Week 8 quiz maxscore,Week 9 homework maxscore,Week 9 quiz maxscore,Sum1,Sum2
S226,M,-,2,3,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,17.36,F,0.5,0.46,0.5,0.43,0,0.5,0.45,0.5,0.45,0.28,0.36,0.03,0.23,0.37,0.36,0.44,0.45,0.47,0.2,0.31,0.41,0.49,0.38,0.44,0.45,0.02,0.43,0.46,0.29,28,10.66
S227,M,-,1,0,0,1,3,1,1,2,1,1,0,1,1,1,0,1,1,2,1,1,0,8,2,3,3,1,1,7,5,91.84,A,0.5,0.5,0.5,0.45,0.5,0.44,0.45,0.44,0.42,0.5,0.4,0.5,0.43,0.31,0.5,0.5,0.5,0.48,0.5,0.44,0.5,0.46,0.46,0.5,0.46,0.48,0.48,0.5,0.45,50,13.55
S228,M,Beginner,1,3,2,2,1,0,0,0,1,1,0,0,0,0,0,1,2,3,1,4,4,1,0,0,3,0,0,0,0,10.21,F,0.5,0.5,0.17,0.5,0.33,0.5,0.5,0.5,0.5,0.36,0.44,0,0.5,0.45,0.5,0.48,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.02,0.5,0.07,0.5,30,11.98
S229,M,Proficient,2,3,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,4,1,3,3,3,2,3,1,1,1,1,78.7,C,0.5,0.5,0.47,0.5,0.5,0.5,0.45,0.5,0.46,0.5,0.45,0.42,0.39,0.34,0.5,0.49,0.47,0.45,0.44,0.45,0.47,0.5,0.45,0.48,0.5,0.4,0.5,0.5,0.44,49,13.52
S230,M,Proficient,3,1,4,2,3,1,1,3,1,1,1,1,1,1,2,1,2,1,11,2,10,3,4,2,8,0,0,0,7,68.72,D,0.5,0.45,0.5,0.43,0.5,0.45,0.39,0.5,0.42,0.5,0.48,0.5,0.5,0.33,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.43,77,13.77
S231,M,Beginner,3,2,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,8,1,0,3,10,1,3,0,0,79.85,C,0.5,0.43,0.5,0.44,0.5,0.37,0.5,0.44,0.49,0.42,0.44,0.44,0.49,0.44,0.5,0.45,0.5,0.5,0,0.5,0.46,0.48,0.46,0.5,0.5,0.45,0.5,0.32,0.45,55,12.97
S232,M,Proficient,5,4,5,10,6,3,1,3,7,8,6,2,3,3,1,1,1,2,4,15,7,7,2,7,1,3,2,1,0,60.5,D,0.5,0.5,0.17,0.5,0.5,0.5,0.5,0.44,0.5,0.14,0.5,0.31,0.29,0.45,0.5,0.5,0.22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,120,13
S233,M,Proficient,3,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,3,1,1,4,2,10,3,2,4,2,9,11,98.5,A,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.37,0.5,0.41,0.5,0.39,0.44,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.42,0.43,0.5,0.49,0.5,0.45,0.5,0.42,77,13.76
S234,F,Expert,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.37,F,0.5,0.5,0.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.31,0.43,0.41,0.5,0.5,0.5,0.48,0.5,0.49,0.5,0.46,0.37,0.5,0.5,0.5,0.5,0.5,0.5,5,13.76
S235,M,Novice,6,5,4,5,5,1,1,1,1,1,0,1,2,1,0,1,3,1,1,1,6,1,3,4,3,0,2,0,0,96.46,A,0.5,0.5,0.5,0.49,0.33,0.49,0.5,0.5,0.5,0.28,0.44,0,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.48,0.5,0.4,60,13.15
S236,M,Novice,1,1,6,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,6.61,F,0.5,0.24,0.5,0.5,0.5,0.5,0.49,0.5,0.44,0.5,0.45,0.5,0.45,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.5,0.5,0.5,0.5,0.45,22,13.97
S237,F,Proficient,7,14,5,4,4,14,6,4,7,2,2,1,3,2,3,5,1,2,6,6,6,3,12,7,10,2,2,1,2,77.9,C,0.5,0.5,0.28,0.5,0.35,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,143,14.08
S238,F,Proficient,1,2,4,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,4,2,5,2,3,1,3,1,100.5,A,0.5,0.5,0.5,0.5,0.5,0.48,0.49,0.5,0.44,0.5,0.43,0.5,0.5,0.49,0.5,0.49,0.5,0.43,0.5,0.48,0.5,0.42,0.48,0.5,0.48,0.5,0.4,0.5,0.44,52,13.95
S239,M,Beginner,3,5,3,2,4,2,2,2,2,2,2,1,3,2,3,2,1,1,1,1,2,1,0,1,1,0,1,0,0,42.53,F,0.5,0.49,0,0.27,0,0.17,0.05,0.17,0.32,0,0.15,0,0.11,0.04,0.4,0.41,0.09,0.34,0.33,0.43,0,0.14,0.34,0.19,0.46,0,0.36,0.32,0.27,50,6.35
S240,M,Beginner,1,5,3,1,5,4,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,56.66,E,0.5,0.5,0.5,0.48,0.5,0.48,0.5,0.5,0.46,0.5,0.5,0.5,0.4,0.37,0.5,0.5,0.5,0.46,0.5,0.4,0.5,0.45,0.49,0.5,0.5,0,0.45,0.5,0.45,46,13.39
S241,F,Intermediate,5,6,4,4,4,1,1,3,2,1,2,1,1,1,2,2,1,1,4,1,2,1,8,1,2,6,1,2,7,96.5,A,0.5,0.5,0.5,0.48,0.5,0.48,0.36,0.5,0.44,0.42,0.48,0.5,0.49,0.39,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.45,0.48,0.48,0.5,0.5,0.5,0.5,0.4,77,13.8
S242,M,Proficient,2,5,1,3,2,4,1,3,1,1,1,1,2,5,2,1,2,3,5,5,3,2,10,1,1,2,1,1,1,96.5,A,0.5,0.5,0.22,0.4,0.5,0.48,0.5,0.44,0.43,0.12,0.48,0,0.43,0.32,0.5,0.5,0.41,0.49,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.27,0.5,72,12.34
S243,M,Novice,1,3,6,4,3,3,1,1,1,1,1,1,1,1,1,1,3,4,14,1,6,4,11,2,1,1,3,1,0,91.4,A,0.5,0.5,0.28,0.48,0.12,0.46,0.5,0.5,0.5,0.5,0.39,0.31,0.36,0.38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.5,0.47,0.33,0.5,0.25,0.47,81,12.72
S245,M,Beginner,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,0,0,0,0,0,0,29.17,F,0.5,0.49,0.5,0.48,0.5,0.41,0.5,0.5,0.4,0.5,0.49,0.5,0.49,0.46,0.5,0.48,0.5,0.48,0.5,0.48,0.5,0.49,0.45,0.5,0.5,0.5,0.48,0.5,0.4,18,13.98
S246,M,Intermediate,2,3,3,1,2,1,1,2,1,1,1,1,1,2,1,1,1,4,1,1,7,1,1,2,1,0,1,0,0,81.89,B,0.5,0.5,0,0.41,0.33,0.46,0.43,0.5,0.41,0,0.4,0.06,0.24,0.19,0.5,0.49,0.34,0.33,0.33,0.39,0.41,0.44,0.43,0.46,0.43,0.31,0.46,0.5,0.45,44,10.7
S247,M,Intermediate,10,2,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,17,1,7,2,1,5,6,2,4,2,8,70.87,C,0.5,0.5,0.22,0.46,0.5,0.49,0.5,0.5,0.49,0.5,0.46,0.17,0.46,0.42,0.5,0.5,0.5,0.48,0.35,0.45,0.47,0.5,0.37,0.44,0.35,0.33,0.36,0.5,0.38,91,12.65
S248,F,Novice,6,7,5,7,5,3,2,7,9,5,3,4,5,6,4,1,1,1,7,3,3,13,6,7,1,3,9,9,6,90.2,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.28,0.5,0.5,0.5,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,148,14.24
S249,M,Intermediate,1,1,4,1,4,3,1,2,1,1,2,1,1,1,1,1,1,3,3,6,6,4,3,7,7,13,8,2,0,87.57,B,0.5,0.47,0.5,0.39,0.5,0.48,0.45,0.44,0.43,0.38,0.44,0,0.28,0.39,0.5,0.46,0.5,0.45,0.5,0.43,0.5,0.42,0.5,0.5,0.5,0.5,0.41,0.5,0.4,89,12.72
S250,M,Proficient,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,3,3,13,4,6,1,0,9,0,0,0,0,85.5,B,0.5,0.5,0.28,0.39,0,0.33,0.36,0,0.32,0,0.39,0,0,0,0.5,0.5,0.5,0.41,0.5,0.45,0.5,0.37,0.39,0.5,0.49,0.24,0.4,0,0.22,54,9.04
S251,M,Novice,3,6,5,4,4,2,2,3,2,1,1,2,2,3,2,2,1,1,2,1,1,1,1,1,1,3,1,1,3,92.59,A,0.5,0.5,0.22,0.47,0.5,0.41,0.45,0.44,0.45,0.33,0.5,0.5,0.47,0.33,0.5,0.5,0.5,0.48,0.5,0.48,0.49,0.4,0.35,0.48,0.5,0.33,0.48,0.5,0.44,62,13
S252,F,Novice,1,4,8,5,4,1,2,3,2,3,3,2,3,4,3,2,1,2,1,1,1,1,1,0,2,0,3,0,0,57.62,E,0.5,0.48,0,0.45,0.17,0.5,0.45,0.5,0.49,0,0.43,0,0.5,0.5,0.5,0.48,0.5,0.44,0.5,0.5,0.5,0.45,0.49,0.5,0.45,0.14,0.43,0.5,0.4,63,11.75
S253,M,Proficient,3,5,3,3,3,2,2,2,4,5,3,3,3,3,3,3,1,1,13,1,3,6,4,2,7,3,5,4,3,97,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,103,14.5
S254,M,Expert,0,0,1,2,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,2,10,12,0,8,3,1,2,38,14,90.67,A,0.5,0.5,0.5,0.28,0.5,0.36,0.33,0.5,0.27,0.44,0.45,0.5,0.18,0,0.25,0.04,0.5,0.44,0.5,0.38,0.5,0.39,0.36,0.5,0.48,0,0,0.5,0.37,104,10.52
S255,F,Intermediate,4,2,2,2,1,1,4,2,2,1,2,1,1,2,1,1,2,1,5,3,2,9,5,5,11,6,2,0,5,81.89,B,0.5,0.5,0.5,0.5,0.5,0.45,0.43,0.5,0.5,0.42,0.45,0.33,0.4,0.4,0.5,0.5,0.5,0.45,0.44,0.43,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.44,85,13.62
S256,M,Intermediate,3,10,8,7,3,4,2,3,7,1,1,2,8,5,3,1,1,1,12,9,21,6,21,6,5,3,5,2,2,95.6,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47,0.5,0.5,0.5,0.49,0.45,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,162,14.39
S257,F,Beginner,4,6,2,3,2,2,2,2,1,1,2,3,1,1,1,1,1,1,2,1,1,1,4,9,18,0,5,2,1,61.27,D,0.5,0.5,0.03,0.36,0,0,0.49,0.5,0.47,0.5,0.48,0.25,0.47,0,0.5,0.5,0,0.3,0.5,0.33,0.32,0.42,0.36,0.5,0.44,0.33,0.5,0.5,0.47,80,10.52
S258,M,Proficient,4,3,3,3,1,3,2,1,1,1,1,1,1,1,0,1,1,4,4,1,15,9,0,2,2,0,1,0,0,92.79,A,0.5,0.5,0.5,0.48,0.5,0.47,0.5,0.5,0.5,0.5,0.49,0.5,0.38,0.37,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.44,66,14.09
S259,M,Intermediate,8,5,2,8,4,1,1,3,3,1,1,1,1,2,1,1,5,9,20,11,13,3,14,4,10,1,6,8,3,99.14,A,0.5,0.5,0.28,0.3,0.24,0.45,0.43,0.5,0.35,0,0.4,0.5,0.41,0.33,0.5,0.5,0.5,0.41,0.45,0.5,0.5,0.5,0.4,0.5,0.5,0.31,0.5,0.5,0.46,150,12.22
S260,M,Expert,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,4,6,4,2,3,1,3,2,3,101,A,0.5,0.5,0.5,0.49,0.5,0.48,0.5,0.44,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,56,14.35
S261,M,-,2,1,3,3,1,0,1,1,2,1,1,1,1,1,1,1,1,2,1,2,6,7,1,1,1,0,1,1,1,62.48,D,0.5,0.5,0,0.45,0,0.49,0.5,0.28,0.47,0,0.42,0.12,0.5,0.45,0.5,0.41,0.32,0.41,0,0.4,0.34,0.17,0.48,0.5,0.44,0,0.5,0.5,0.45,46,10.1
S262,F,Proficient,7,5,4,3,2,0,1,2,2,0,1,1,1,0,0,1,1,1,6,7,3,4,4,0,0,5,1,0,0,72.85,C,0.5,0.5,0.5,0.45,0.33,0.4,0.45,0.44,0.4,0.28,0.43,0,0.45,0.34,0.5,0.5,0.38,0.48,0.33,0.49,0.5,0.45,0.44,0.5,0.48,0.33,0.45,0.32,0.49,62,12.11
S263,F,Beginner,3,4,4,3,5,4,1,2,3,2,2,2,1,2,1,1,1,2,4,1,5,1,3,2,1,1,1,1,2,59.68,E,0.5,0.5,0.31,0.48,0.5,0.47,0.49,0.5,0.46,0,0.43,0.5,0.38,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.5,0.5,0.5,0.5,0.5,0.48,65,13.33
S264,M,Expert,3,3,1,1,1,1,1,2,5,2,2,2,3,2,4,1,1,1,2,1,3,1,4,1,1,2,1,4,4,100,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.11,0.5,0.5,0.5,0.46,0.5,0.45,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,60,14.01
S265,M,Proficient,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,4,2,3,1,12,5,4,2,1,1,2,102,A,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.48,0.5,0.45,0.5,0.43,0.37,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.49,0.5,0.5,0.5,0.48,0.5,0.48,57,14.12
S266,F,Intermediate,3,3,5,2,3,2,1,1,2,1,1,1,3,3,2,1,1,1,3,7,5,4,17,5,4,2,2,2,6,101,A,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.47,0.49,0.5,0.5,0.5,0.47,0.5,0.48,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.48,93,14.37
S267,M,-,1,5,3,1,1,4,5,2,1,1,1,2,1,0,3,1,1,3,1,1,1,0,1,0,6,2,0,0,3,72.98,C,0.5,0.5,0.5,0.5,0.5,0.32,0.5,0,0.48,0.5,0.05,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.48,0.5,0.5,0.38,0.4,0.5,0.48,51,12.58
S268,F,Novice,8,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,60.39,D,0.5,0.43,0.5,0.4,0,0,0.44,0.5,0.5,0.5,0.46,0,0,0,0.5,0.5,0.34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,21,11.55
S269,F,Beginner,3,3,2,4,0,0,1,1,2,1,1,2,1,1,1,1,1,1,3,2,0,1,3,1,2,0,0,1,0,53.47,E,0.5,0.5,0.33,0.5,0,0.3,0.48,0.5,0.37,0,0.5,0.25,0.24,0.42,0.5,0.49,0.36,0.5,0.33,0.45,0.5,0.36,0.15,0.21,0.5,0.36,0.5,0.21,0.4,39,10.71
S271,M,-,2,4,5,2,1,1,3,1,4,1,2,2,1,1,0,1,1,4,4,4,0,0,0,0,0,0,14,0,0,67.68,D,0.5,0.5,0.22,0.32,0.4,0,0.38,0.5,0.38,0.31,0.29,0.31,0.21,0.25,0.5,0.41,0.48,0.48,0.5,0.4,0.5,0.45,0.4,0.5,0.43,0.33,0.38,0.43,0.42,58,11.18
S272,F,Beginner,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,5,3,1,10,5,8,6,4,1,2,1,98.6,A,0.5,0.5,0.5,0.43,0.5,0.44,0.45,0.5,0.5,0.5,0.46,0.5,0.48,0.45,0.5,0.5,0.5,0.5,0.5,0.45,0.47,0.5,0.45,0.5,0.5,0.5,0.45,0.5,0.45,74,13.98
S273,F,Intermediate,6,5,10,12,6,6,5,3,12,9,1,6,20,10,3,2,3,2,13,9,5,7,8,8,14,13,7,4,8,63.5,D,0.5,0.5,0.44,0.5,0.5,0.49,0.47,0.44,0.5,0.12,0.5,0.17,0.32,0,0.5,0.5,0.48,0.45,0.5,0.49,0.47,0.5,0.5,0.5,0.5,0.45,0.48,0.5,0.5,217,12.77
S274,F,Intermediate,4,3,2,2,4,1,1,1,1,4,1,2,1,3,3,0,2,2,0,0,2,1,4,0,3,0,5,0,3,65.4,D,0.5,0.46,0.19,0.44,0,0.39,0.44,0.5,0.44,0.36,0.43,0.5,0.38,0.39,0.47,0.47,0.36,0.48,0.5,0.48,0.47,0.47,0.48,0.25,0.48,0.33,0.4,0,0.44,55,11.5
S275,M,Proficient,3,2,2,2,1,1,1,2,2,3,2,1,1,1,0,0,1,1,3,2,4,0,2,1,7,0,2,0,0,58.28,E,0.5,0.5,0.22,0.5,0.3,0.39,0.45,0.44,0.4,0,0.34,0,0,0,0.47,0.48,0.23,0.5,0.45,0.5,0.5,0.39,0.38,0,0,0.17,0.46,0.5,0.42,47,9.49
S277,F,Intermediate,3,3,3,3,2,2,2,3,3,2,2,2,1,2,2,2,2,3,12,4,1,6,7,7,17,7,2,3,2,78.84,C,0.5,0.43,0.5,0.45,0.5,0.45,0.41,0.5,0.46,0.5,0.4,0.31,0.4,0.32,0.5,0.43,0.5,0.46,0.5,0.45,0.5,0.44,0.45,0.5,0.5,0.48,0.45,0.5,0.45,110,13.24
S278,M,Intermediate,2,5,1,1,2,3,1,3,1,2,1,1,1,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0,20.39,F,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0,0.41,0.31,0.32,0.18,0.5,0.5,0.5,0.5,0.5,0.38,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.38,35,12.91
S279,F,Proficient,5,4,3,5,4,2,1,1,2,1,1,0,3,6,3,0,1,4,12,22,7,1,0,0,0,1,0,0,0,60.94,D,0.5,0.5,0.5,0.5,0.5,0.45,0.45,0.5,0.5,0.5,0.5,0.5,0.44,0.4,0.5,0.5,0.5,0.45,0.5,0.43,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,89,14.11
S280,M,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0.5,0.5,0.5,0.45,0.5,0.47,0.45,0.44,0.41,0.5,0.45,0.34,0.35,0.37,0.5,0.5,0.5,0.49,0.5,0.35,0.5,0.45,0.35,0.5,0.49,0.5,0.46,0.21,0.33,1,12.86
S281,M,Proficient,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,22.27,F,0.5,0.5,0,0.34,0,0.28,0.11,0.44,0.46,0,0.43,0,0.07,0.13,0.5,0.5,0.22,0.49,0.47,0.5,0.5,0.4,0.48,0.5,0.38,0,0.48,0,0.5,10,9.18
S282,M,-,2,2,1,1,1,0,0,1,1,1,1,0,1,1,1,0,3,4,8,1,4,2,1,2,3,1,1,1,1,85.73,B,0.5,0.5,0.5,0.5,0.38,0.5,0.5,0.5,0.48,0.5,0.46,0.03,0.39,0.35,0.5,0.5,0.5,0.45,0.35,0.43,0.5,0.43,0.37,0.5,0.38,0.24,0.44,0.5,0.45,46,12.63
S283,F,Proficient,6,3,2,6,3,2,1,4,2,2,4,2,1,3,3,2,2,2,4,3,4,5,4,3,2,3,3,1,5,99.3,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.31,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,87,14.29
S284,M,Intermediate,1,2,4,2,3,1,2,1,2,2,1,1,2,1,1,1,1,2,10,2,7,6,8,4,5,6,1,1,2,94.38,A,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.43,0.5,0.45,0.5,0.38,0.27,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.43,0.4,0.5,0.48,0.5,0.43,0.5,0.47,82,13.71
S285,M,Intermediate,1,7,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,2,1,1,0,2,2,0,0,62.71,D,0.5,0.5,0.5,0.46,0.12,0.43,0.5,0.5,0.46,0,0.44,0,0.43,0.31,0.5,0.5,0.5,0.48,0.3,0.5,0.44,0.5,0.29,0.44,0.5,0,0.5,0.5,0.5,44,11.6
S286,M,Proficient,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,28,2,5,6,10,2,4,2,3,0,0,92.74,A,0.5,0.48,0.42,0.47,0.5,0.45,0.42,0.44,0.4,0,0.4,0.03,0.44,0.23,0.5,0.48,0.5,0.36,0.5,0.41,0.5,0.47,0.49,0.5,0.48,0.45,0.46,0.5,0.33,81,12.11
S287,M,Novice,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,3,1,2,2,2,6,2,4,8,9,0,2,0,0,76.26,C,0.5,0.49,0.33,0.5,0.5,0.5,0.5,0.44,0.5,0.28,0.5,0.06,0.44,0.4,0.5,0.5,0.41,0.5,0.33,0.5,0.5,0.5,0.4,0.46,0.5,0.4,0.5,0.25,0.48,61,12.67
S288,M,Beginner,1,3,1,1,1,1,2,1,2,1,1,1,1,0,0,0,2,4,8,14,2,4,10,21,13,6,3,0,0,82.95,B,0.5,0.45,0.44,0.06,0.47,0.35,0.34,0.5,0,0,0,0,0,0,0.5,0.47,0.5,0.32,0.5,0.48,0.5,0.27,0.3,0.5,0.3,0.33,0.38,0.5,0.41,104,9.37
S289,F,Proficient,2,3,4,6,3,1,1,2,2,2,2,3,1,2,1,2,1,1,1,1,4,2,2,3,1,1,2,3,6,102.5,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47,0.5,0.45,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.49,65,14.31
S290,M,Proficient,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,6,6,3,3,1,0,2,0,9,86.72,B,0.5,0.47,0.5,0.42,0,0,0.42,0.5,0.42,0,0,0.47,0,0,0.5,0.48,0.5,0.4,0.5,0.48,0.5,0.5,0.48,0.5,0.49,0.5,0.44,0.5,0.48,42,10.95
S291,M,Proficient,1,2,1,1,4,1,1,1,3,1,1,2,2,2,1,1,2,1,2,4,5,4,4,1,4,4,1,2,4,99.6,A,0.5,0.49,0.5,0.48,0.5,0.43,0.46,0.44,0.5,0.5,0.49,0.5,0.44,0.44,0.5,0.44,0.5,0.5,0.5,0.45,0.5,0.45,0.45,0.5,0.5,0.5,0.48,0.5,0.48,63,13.92
S292,M,Expert,2,0,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,4,1,1,1,2,0,2,3,2,84.1,B,0.5,0.5,0.5,0.5,0.5,0.39,0.37,0.5,0.36,0.36,0.35,0.31,0.32,0.29,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.5,0.5,0.4,0.48,0.5,0.48,37,13.04
S293,F,Proficient,7,8,3,2,1,1,1,6,2,3,2,3,4,5,3,1,1,3,10,2,6,3,6,2,3,5,2,10,2,100,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47,0.5,0.5,0.5,0.5,0.33,0.5,0.45,0.5,0.4,0.5,0.45,0.5,0.5,0.48,0.5,0.5,0.48,0.5,0.5,0.45,107,14.01
S295,F,Novice,5,4,4,2,2,1,2,2,5,2,2,2,2,1,2,1,1,2,4,2,5,3,11,8,3,4,1,2,0,76.85,C,0.5,0.5,0.5,0.48,0.5,0.47,0.43,0.39,0.31,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.46,0.48,0.4,0.48,0.5,0.42,0.44,0.5,0.5,0.5,0.48,0.5,0.42,85,13.64
S296,M,-,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,0,0,1,1,1,6,13,1,4,4,0,8,0,92.25,A,0.5,0.46,0.5,0.43,0.5,0.49,0.36,0.17,0.44,0.5,0.45,0,0.39,0.36,0.5,0.47,0.5,0.44,0.45,0.48,0.5,0.48,0.43,0.5,0.5,0.5,0.38,0.5,0.44,60,12.62
S297,M,Beginner,2,2,2,2,3,1,1,1,1,1,1,2,3,1,2,1,2,1,4,2,6,4,8,5,4,2,1,3,8,100.4,A,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.4,0.5,0.45,0.42,0.43,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.46,0.5,0.49,0.5,0.49,0.5,0.49,76,14.03
S298,M,Expert,2,3,1,1,2,1,1,2,2,1,1,1,3,2,2,1,2,2,6,2,3,5,3,2,6,2,2,4,8,97.57,A,0.5,0.47,0.5,0.5,0.5,0.43,0.48,0.5,0.41,0.5,0.48,0.5,0.45,0.24,0.5,0.5,0.5,0.4,0.5,0.38,0.5,0.45,0.41,0.5,0.43,0.33,0.49,0.5,0.34,73,13.19
